Date,Season,Temperature,Humidity,Wind_Speed,Pressure,Rain
05/01/2005,Summer,28.22,62.32,7.44,997.05,1
05/02/2005,Summer,29.53,65.24,9.55,1028.4,0
05/03/2005,Summer,33.32,89.22,3.67,992.54,0
05/04/2005,Summer,33.55,60.06,2.6,1019.74,0
05/05/2005,Summer,30.86,58.46,6.57,1026.67,1
05/06/2005,Summer,32.59,66.14,2.45,1018.71,0
05/07/2005,Summer,34.87,62.2,7.13,1010.5,0
05/08/2005,Summer,30.68,61.75,2.01,988.09,0
05/09/2005,Summer,31.68,72.35,4.97,1007.88,0
05/10/2005,Summer,34.95,76.76,3.7,1017.9,0
05/11/2005,Summer,29.87,65.85,6.62,981.55,0
05/12/2005,Summer,31.25,79.15,2.63,1010.48,1
05/13/2005,Summer,33.95,62.49,3.5,1028.78,0
05/14/2005,Summer,33.44,69.29,7.87,1006.9,1
05/15/2005,Summer,33.81,76.04,8.61,997.3,0
05/16/2005,Summer,31.83,78.34,6.57,1011.1,0
05/17/2005,Summer,34.03,70.97,9.3,998.35,0
05/18/2005,Summer,34.83,67.72,7.18,1032.26,1
05/19/2005,Summer,32.08,65.16,2.75,987.62,0
05/20/2005,Summer,31.58,63.69,9.07,1016.14,0
05/21/2005,Summer,32.1,59.27,3.25,1004.68,1
05/22/2005,Summer,35.02,81.28,7.05,1006.17,0
05/23/2005,Summer,32.02,68.85,9.81,995.09,0
05/24/2005,Summer,36.44,80.16,9.34,1017.81,0
05/25/2005,Summer,36.69,52.53,5.82,1031.13,0
05/26/2005,Summer,30.82,78.43,1.21,1000.94,0
05/27/2005,Summer,32.99,79.46,9.43,1019.44,0
05/28/2005,Summer,31.15,72.35,6.74,1004.7,1
05/29/2005,Summer,35.48,55.86,1.32,985.75,1
05/30/2005,Summer,36.07,48.52,1.96,985.71,0
05/31/2005,Summer,34.2,65.07,3.81,1023.91,0
06/01/2005,Monsoon,37.36,53.8,8.26,1001.44,1
06/02/2005,Monsoon,31.53,59.39,10.12,1009.05,0
06/03/2005,Monsoon,32.61,74.96,5.42,1032.04,1
06/04/2005,Monsoon,33.7,86.05,5.07,1027.56,1
06/05/2005,Monsoon,35.33,74.03,6.78,993.53,0
06/06/2005,Monsoon,32.76,65.7,12.74,983.91,1
06/07/2005,Monsoon,35.07,85.3,6.22,1009.69,1
06/08/2005,Monsoon,31.69,63.15,10.19,997.98,0
06/09/2005,Monsoon,32.57,65.89,12.69,1022.88,1
06/10/2005,Monsoon,32.44,64.68,5.65,1032.15,0
06/11/2005,Monsoon,32.84,65.89,7.06,1025.24,0
06/12/2005,Monsoon,34.87,75.19,5.53,1017.79,1
06/13/2005,Monsoon,35.05,83.39,13.22,1033.9,1
06/14/2005,Monsoon,34.77,77.7,11.78,1004.02,1
06/15/2005,Monsoon,32.36,73.07,11.95,1006.76,0
06/16/2005,Monsoon,35.3,71.42,7.43,1003.74,1
06/17/2005,Monsoon,34.88,67.38,11.07,1017.01,1
06/18/2005,Monsoon,35.75,68.49,9.78,1024.85,0
06/19/2005,Monsoon,34.4,62.48,8.41,1031.97,0
06/20/2005,Monsoon,29.35,59.21,9.46,1024.95,0
06/21/2005,Monsoon,34.97,49.28,13.32,1006.62,1
06/22/2005,Monsoon,36.25,74.83,10.31,1015.69,1
06/23/2005,Monsoon,35.47,55.07,14.27,1030.39,1
06/24/2005,Monsoon,35.27,59.25,13.82,1009.21,1
06/25/2005,Monsoon,34.59,68.28,10.02,1009.37,0
06/26/2005,Monsoon,35.77,69.1,13.17,980.52,0
06/27/2005,Monsoon,34.18,77.61,5.75,984.78,1
06/28/2005,Monsoon,35.73,59.09,13.06,1018.15,0
06/29/2005,Monsoon,35.3,70.51,11.42,1018.4,1
06/30/2005,Monsoon,34.14,56.47,14.86,1020.97,0
07/01/2005,Monsoon,31.3,59.85,7.5,1031.6,1
07/02/2005,Monsoon,35.27,54.24,12.6,980.75,1
07/03/2005,Monsoon,33.11,60.32,9.84,989.07,1
07/04/2005,Monsoon,31.36,68.47,9.53,998.17,0
07/05/2005,Monsoon,34.11,64.81,12.73,1011.32,1
07/06/2005,Monsoon,33.05,58.42,6.61,985.11,1
07/07/2005,Monsoon,31.34,67.75,12.63,1007.66,0
07/08/2005,Monsoon,35.34,70.72,14.29,1006.54,1
07/09/2005,Monsoon,34.88,55.64,9.63,1015.39,1
07/10/2005,Monsoon,38.15,47.56,14.79,997.98,0
07/11/2005,Monsoon,34.63,56.24,7.59,991.0,1
07/12/2005,Monsoon,34.34,57.26,5.52,1008.51,1
07/13/2005,Monsoon,31.05,60.11,5.2,1009.33,0
07/14/2005,Monsoon,32.35,64.99,10.78,1015.56,0
07/15/2005,Monsoon,33.99,65.92,13.04,995.76,1
07/16/2005,Monsoon,33.89,69.86,10.93,983.58,1
07/17/2005,Monsoon,34.98,84.24,12.63,998.3,0
07/18/2005,Monsoon,31.91,90.65,13.33,986.42,0
07/19/2005,Monsoon,31.63,66.58,14.66,1032.16,0
07/20/2005,Monsoon,33.51,53.73,8.13,1011.71,0
07/21/2005,Monsoon,33.61,68.71,7.24,1017.92,1
07/22/2005,Monsoon,32.47,75.12,9.16,1004.16,1
07/23/2005,Monsoon,32.68,61.49,13.8,989.31,1
07/24/2005,Monsoon,36.61,54.64,12.71,1026.7,1
07/25/2005,Monsoon,32.84,67.14,13.91,1008.98,0
07/26/2005,Monsoon,32.75,57.9,13.87,1010.09,1
07/27/2005,Monsoon,31.93,51.32,14.52,1007.25,1
07/28/2005,Monsoon,28.43,75.64,9.03,992.13,0
07/29/2005,Monsoon,29.38,67.7,9.15,1022.31,1
07/30/2005,Monsoon,31.57,63.13,13.34,1034.81,1
07/31/2005,Monsoon,33.92,67.91,6.95,1012.54,1
08/01/2005,Monsoon,30.56,79.53,7.68,1018.76,0
08/02/2005,Monsoon,30.7,88.14,10.74,1021.16,1
08/03/2005,Monsoon,31.19,42.82,13.07,1034.8,0
08/04/2005,Monsoon,26.76,60.27,8.79,1027.15,1
08/05/2005,Monsoon,30.35,73.88,14.27,1009.06,1
08/06/2005,Monsoon,34.49,65.93,14.02,988.97,0
08/07/2005,Monsoon,28.76,67.07,6.54,1018.7,1
08/08/2005,Monsoon,29.1,62.1,14.18,1030.1,1
08/09/2005,Monsoon,31.66,78.24,6.39,1004.89,1
08/10/2005,Monsoon,31.24,69.55,5.62,1007.06,1
08/11/2005,Monsoon,30.02,74.22,9.51,1011.82,1
08/12/2005,Monsoon,31.54,53.65,9.1,1011.84,1
08/13/2005,Monsoon,33.15,70.95,8.12,1004.16,1
08/14/2005,Monsoon,29.88,77.37,10.84,1022.86,1
08/15/2005,Monsoon,31.38,60.54,5.07,1019.95,0
08/16/2005,Monsoon,31.76,86.24,10.94,1032.13,1
08/17/2005,Monsoon,34.94,63.84,10.73,1024.97,1
08/18/2005,Monsoon,32.51,51.37,11.08,993.4,0
08/19/2005,Monsoon,32.59,65.05,6.92,1027.18,1
08/20/2005,Monsoon,30.05,74.85,7.4,1011.12,1
08/21/2005,Monsoon,32.91,68.66,10.39,980.41,0
08/22/2005,Monsoon,29.44,83.39,8.39,1025.57,1
08/23/2005,Monsoon,30.59,68.68,13.29,980.96,0
08/24/2005,Monsoon,30.06,51.93,5.63,1026.31,0
08/25/2005,Monsoon,29.02,54.48,6.13,986.97,1
08/26/2005,Monsoon,27.18,65.3,12.93,1033.53,1
08/27/2005,Monsoon,27.27,55.45,5.04,1019.24,1
08/28/2005,Monsoon,29.73,67.73,13.91,1023.72,1
08/29/2005,Monsoon,29.5,66.57,8.34,987.8,0
08/30/2005,Monsoon,30.63,66.02,11.0,1018.01,1
08/31/2005,Monsoon,27.63,85.33,14.04,1000.47,1
09/01/2005,Monsoon,32.54,59.4,10.8,996.18,1
09/02/2005,Monsoon,25.2,64.57,11.17,1014.35,1
09/03/2005,Monsoon,31.1,73.99,10.36,1031.51,1
09/04/2005,Monsoon,31.86,67.09,9.74,1009.98,1
09/05/2005,Monsoon,27.3,70.02,6.08,981.19,0
09/06/2005,Monsoon,27.41,44.21,8.92,1018.6,1
09/07/2005,Monsoon,31.43,69.59,14.94,1004.18,0
09/08/2005,Monsoon,24.73,55.23,11.84,1026.18,1
09/09/2005,Monsoon,27.16,58.53,11.09,1002.57,0
09/10/2005,Monsoon,27.69,56.26,14.31,989.63,0
09/11/2005,Monsoon,27.83,72.48,6.84,1022.71,1
09/12/2005,Monsoon,24.55,52.91,6.19,1029.23,1
09/13/2005,Monsoon,29.52,49.46,12.79,1005.86,1
09/14/2005,Monsoon,28.07,46.13,7.23,983.81,1
09/15/2005,Monsoon,27.15,63.1,9.5,1006.61,0
09/16/2005,Monsoon,25.0,53.49,5.47,1008.67,0
09/17/2005,Monsoon,23.74,71.28,5.15,1011.93,1
09/18/2005,Monsoon,26.89,68.2,9.32,1025.45,0
09/19/2005,Monsoon,29.35,64.83,9.75,982.46,1
09/20/2005,Monsoon,24.73,46.86,13.1,1019.62,1
09/21/2005,Monsoon,23.49,63.78,14.68,1034.23,0
09/22/2005,Monsoon,26.22,74.06,9.36,990.82,1
09/23/2005,Monsoon,26.19,66.91,10.89,1018.72,0
09/24/2005,Monsoon,26.01,67.88,7.51,1008.05,0
09/25/2005,Monsoon,22.14,58.18,9.57,999.53,1
09/26/2005,Monsoon,24.38,78.75,8.63,1033.12,1
09/27/2005,Monsoon,23.0,59.32,7.18,998.57,1
09/28/2005,Monsoon,25.43,68.64,6.38,992.23,1
09/29/2005,Monsoon,26.6,82.34,8.6,1021.99,0
09/30/2005,Monsoon,24.01,65.73,6.27,990.15,1
10/01/2005,Autumn,21.69,59.41,3.01,1023.29,1
10/02/2005,Autumn,23.67,69.93,8.64,1007.71,0
10/03/2005,Autumn,24.42,67.44,7.28,1006.55,1
10/04/2005,Autumn,21.32,62.79,2.45,1018.42,0
10/05/2005,Autumn,24.44,64.28,6.31,993.09,0
10/06/2005,Autumn,19.74,67.11,4.17,980.2,0
10/07/2005,Autumn,22.94,77.92,5.13,1026.2,0
10/08/2005,Autumn,23.54,49.45,3.95,993.03,1
10/09/2005,Autumn,23.55,53.07,8.28,1007.8,0
10/10/2005,Autumn,25.16,74.61,9.28,1014.1,0
10/11/2005,Autumn,17.38,70.76,8.23,1028.18,0
10/12/2005,Autumn,25.71,64.91,6.99,998.28,1
10/13/2005,Autumn,20.88,74.58,3.4,984.54,0
10/14/2005,Autumn,24.96,69.82,2.78,1005.24,1
10/15/2005,Autumn,21.2,66.24,6.17,1006.89,1
10/16/2005,Autumn,21.9,67.86,9.27,1017.55,1
10/17/2005,Autumn,20.48,52.24,9.84,999.45,0
10/18/2005,Autumn,19.89,54.06,4.25,1021.26,0
10/19/2005,Autumn,20.6,71.83,3.44,982.74,0
10/20/2005,Autumn,18.73,70.35,6.09,997.64,0
10/21/2005,Autumn,21.23,60.82,1.22,1027.82,1
10/22/2005,Autumn,23.91,57.85,7.28,991.47,0
10/23/2005,Autumn,22.09,59.3,7.68,1024.78,0
10/24/2005,Autumn,19.95,65.06,1.35,1029.78,0
10/25/2005,Autumn,23.8,49.51,6.64,1033.76,0
10/26/2005,Autumn,22.0,54.45,9.17,982.19,0
10/27/2005,Autumn,20.43,88.06,7.59,1024.84,1
10/28/2005,Autumn,20.6,43.97,8.37,1015.65,0
10/29/2005,Autumn,20.26,79.94,2.21,1005.19,0
10/30/2005,Autumn,22.36,61.56,9.27,1009.18,0
10/31/2005,Autumn,18.56,70.09,4.86,1006.28,0
11/01/2005,Autumn,15.1,56.95,5.71,1017.6,0
11/02/2005,Autumn,18.08,56.07,1.39,1010.99,0
11/03/2005,Autumn,20.06,53.18,3.97,1025.22,0
11/04/2005,Autumn,19.45,80.82,2.11,1015.86,0
11/05/2005,Autumn,23.61,73.67,2.71,1013.48,1
11/06/2005,Autumn,20.15,67.02,6.12,981.24,0
11/07/2005,Autumn,21.89,69.41,8.31,996.0,0
11/08/2005,Autumn,22.19,69.51,4.42,1011.16,0
11/09/2005,Autumn,17.15,73.02,5.65,999.69,0
11/10/2005,Autumn,25.49,64.24,9.98,1014.63,0
11/11/2005,Autumn,19.31,69.13,6.03,987.33,1
11/12/2005,Autumn,21.51,90.02,8.95,987.45,0
11/13/2005,Autumn,21.95,61.03,3.14,1034.43,0
11/14/2005,Autumn,20.08,61.84,6.44,1024.17,0
11/15/2005,Autumn,19.9,60.11,5.14,998.08,0
11/16/2005,Autumn,17.61,68.35,2.99,1004.02,0
11/17/2005,Autumn,19.64,61.46,5.15,981.67,0
11/18/2005,Autumn,16.85,68.13,9.53,1012.2,0
11/19/2005,Autumn,20.74,76.23,4.98,1001.81,0
11/20/2005,Autumn,17.74,51.0,4.53,1002.16,0
11/21/2005,Autumn,19.25,66.9,1.02,985.76,0
11/22/2005,Autumn,16.48,53.56,5.44,984.89,0
11/23/2005,Autumn,17.71,62.87,9.27,1027.22,1
11/24/2005,Autumn,18.22,89.03,4.48,1016.74,0
11/25/2005,Autumn,20.74,55.54,7.07,997.69,0
11/26/2005,Autumn,19.64,57.0,3.7,1016.04,0
11/27/2005,Autumn,19.72,60.65,2.08,986.76,0
11/28/2005,Autumn,20.4,70.65,3.88,1012.46,0
11/29/2005,Autumn,16.79,87.62,5.48,1022.71,0
11/30/2005,Autumn,15.98,47.72,1.88,981.25,0
12/01/2005,Winter,18.87,61.1,2.82,1004.51,0
12/02/2005,Winter,15.39,58.52,4.19,990.01,0
12/03/2005,Winter,20.03,52.13,5.25,1013.73,0
12/04/2005,Winter,18.09,61.9,8.67,1003.39,1
12/05/2005,Winter,22.96,58.98,1.62,1034.42,1
12/06/2005,Winter,19.87,76.71,1.1,1023.29,1
12/07/2005,Winter,19.45,61.35,5.68,998.49,0
12/08/2005,Winter,19.11,59.76,2.06,1016.41,0
12/09/2005,Winter,16.99,77.42,5.05,1015.85,0
12/10/2005,Winter,19.71,71.87,7.12,988.37,0
12/11/2005,Winter,19.49,50.32,2.43,1025.73,0
12/12/2005,Winter,18.28,74.55,9.4,990.03,0
12/13/2005,Winter,19.41,71.18,8.86,1018.11,0
12/14/2005,Winter,17.95,57.35,1.71,1016.7,0
12/15/2005,Winter,17.07,69.75,9.11,983.5,0
12/16/2005,Winter,16.32,73.32,9.94,1019.35,0
12/17/2005,Winter,14.1,45.82,5.5,1015.26,1
12/18/2005,Winter,15.99,61.23,9.62,983.09,0
12/19/2005,Winter,17.04,61.38,3.51,987.38,1
12/20/2005,Winter,19.2,67.17,6.42,1026.8,0
12/21/2005,Winter,17.8,70.36,5.86,1023.21,0
12/22/2005,Winter,21.5,53.42,8.47,1006.09,0
12/23/2005,Winter,17.84,74.77,7.24,1034.73,0
12/24/2005,Winter,17.72,63.58,9.98,984.05,0
12/25/2005,Winter,19.03,70.82,5.5,1018.32,1
12/26/2005,Winter,18.99,64.32,1.93,1024.85,0
12/27/2005,Winter,15.55,44.9,7.91,1022.45,0
12/28/2005,Winter,16.46,81.53,2.48,1000.88,0
12/29/2005,Winter,15.61,66.19,3.96,1019.22,0
12/30/2005,Winter,20.31,67.51,1.77,1005.94,0
12/31/2005,Winter,15.73,77.81,3.2,1020.6,0
01/01/2006,Winter,18.8,86.17,3.66,1004.26,0
01/02/2006,Winter,18.08,70.36,8.99,982.43,1
01/03/2006,Winter,20.05,56.28,3.45,1016.54,0
01/04/2006,Winter,18.22,64.9,9.86,1033.44,0
01/05/2006,Winter,20.07,62.99,2.11,986.66,0
01/06/2006,Winter,16.88,82.66,1.77,998.73,0
01/07/2006,Winter,21.45,63.33,9.42,995.5,0
01/08/2006,Winter,15.79,75.6,9.63,995.01,0
01/09/2006,Winter,18.1,71.7,6.25,992.05,0
01/10/2006,Winter,17.94,55.45,8.61,1010.56,0
01/11/2006,Winter,17.5,65.66,4.97,986.74,0
01/12/2006,Winter,23.3,74.36,9.82,1026.16,0
01/13/2006,Winter,19.35,59.37,8.8,992.32,1
01/14/2006,Winter,19.31,52.34,9.29,1012.97,0
01/15/2006,Winter,18.39,65.76,7.34,1008.77,1
01/16/2006,Winter,16.38,73.45,7.1,991.77,0
01/17/2006,Winter,20.87,70.98,7.13,1032.81,0
01/18/2006,Winter,21.18,64.91,1.6,990.13,0
01/19/2006,Winter,14.97,50.4,8.84,985.16,1
01/20/2006,Winter,19.12,74.84,5.56,982.89,0
01/21/2006,Winter,21.02,74.97,9.51,988.86,0
01/22/2006,Winter,17.93,64.39,4.12,1014.72,1
01/23/2006,Winter,19.1,71.52,6.6,1017.48,0
01/24/2006,Winter,20.23,80.98,5.48,1010.78,0
01/25/2006,Winter,19.01,54.32,7.5,1010.66,0
01/26/2006,Winter,21.36,65.26,5.1,1002.49,1
01/27/2006,Winter,22.55,61.8,8.11,1030.2,0
01/28/2006,Winter,21.6,74.88,3.0,1030.08,0
01/29/2006,Winter,20.29,49.53,3.21,1033.32,0
01/30/2006,Winter,18.06,61.26,6.54,1026.5,0
01/31/2006,Winter,21.11,74.06,8.82,995.73,1
02/01/2006,Winter,20.07,82.07,6.38,1026.44,0
02/02/2006,Winter,20.49,80.28,3.58,1026.12,0
02/03/2006,Winter,21.13,65.49,7.64,1000.8,0
02/04/2006,Winter,21.0,87.12,5.17,995.5,0
02/05/2006,Winter,20.16,59.71,1.87,990.67,0
02/06/2006,Winter,19.91,85.16,4.96,994.32,0
02/07/2006,Winter,18.03,45.36,6.64,994.77,0
02/08/2006,Winter,21.41,64.98,7.28,1025.25,0
02/09/2006,Winter,21.27,63.69,6.42,988.95,0
02/10/2006,Winter,21.97,86.39,3.47,1014.06,1
02/11/2006,Winter,22.42,69.81,5.69,1013.23,0
02/12/2006,Winter,20.78,63.21,2.09,1022.25,0
02/13/2006,Winter,19.56,59.77,2.94,993.02,0
02/14/2006,Winter,23.18,81.01,8.41,1024.16,0
02/15/2006,Winter,19.45,59.67,6.34,992.71,0
02/16/2006,Winter,27.12,89.0,9.29,1024.83,0
02/17/2006,Winter,26.31,72.74,8.08,1005.25,1
02/18/2006,Winter,20.37,61.0,2.2,994.14,1
02/19/2006,Winter,24.6,63.34,1.85,1016.75,1
02/20/2006,Winter,23.68,76.74,4.08,1033.56,1
02/21/2006,Winter,20.59,71.41,8.55,1013.75,0
02/22/2006,Winter,24.06,79.1,3.78,999.36,1
02/23/2006,Winter,22.33,59.61,1.76,1006.83,0
02/24/2006,Winter,20.47,74.66,6.14,1018.84,0
02/25/2006,Winter,23.52,66.91,9.44,1007.44,0
02/26/2006,Winter,22.26,57.34,2.38,997.15,0
02/27/2006,Winter,22.0,64.87,4.92,1004.36,0
02/28/2006,Winter,24.5,60.71,4.35,1030.2,0
03/01/2006,Summer,23.09,56.24,9.5,1002.67,0
03/02/2006,Summer,21.66,64.91,3.49,1009.72,0
03/03/2006,Summer,20.5,68.57,6.41,1007.17,0
03/04/2006,Summer,22.98,76.49,3.76,1030.47,1
03/05/2006,Summer,24.57,76.73,6.03,1027.51,1
03/06/2006,Summer,24.21,59.03,2.3,1026.82,1
03/07/2006,Summer,20.56,74.28,4.93,1006.75,0
03/08/2006,Summer,24.55,62.45,1.16,1011.31,0
03/09/2006,Summer,22.44,69.42,2.86,1000.21,1
03/10/2006,Summer,21.27,52.53,6.08,1015.79,0
03/11/2006,Summer,23.18,63.8,1.39,1016.65,0
03/12/2006,Summer,24.46,61.82,3.77,981.14,0
03/13/2006,Summer,22.63,60.61,8.47,1016.35,1
03/14/2006,Summer,26.29,46.09,3.38,987.68,0
03/15/2006,Summer,29.34,60.21,8.22,990.84,0
03/16/2006,Summer,26.43,58.82,5.58,1014.82,0
03/17/2006,Summer,26.8,57.23,3.3,986.15,0
03/18/2006,Summer,22.35,64.59,9.83,993.44,0
03/19/2006,Summer,27.01,61.83,5.98,1031.77,0
03/20/2006,Summer,27.52,57.63,1.53,989.52,0
03/21/2006,Summer,28.81,56.46,6.49,1004.53,0
03/22/2006,Summer,29.98,66.58,6.85,1004.49,0
03/23/2006,Summer,26.41,62.13,4.18,984.47,0
03/24/2006,Summer,26.57,68.22,7.59,1008.13,1
03/25/2006,Summer,25.31,73.42,9.0,1017.48,0
03/26/2006,Summer,27.56,89.04,9.41,990.96,0
03/27/2006,Summer,26.74,62.37,4.53,1024.24,0
03/28/2006,Summer,25.03,70.98,5.94,1016.9,0
03/29/2006,Summer,27.07,79.77,8.83,1008.48,0
03/30/2006,Summer,28.98,80.24,1.31,994.59,0
03/31/2006,Summer,27.91,68.26,3.08,1014.89,0
04/01/2006,Summer,25.95,63.81,6.98,1017.77,0
04/02/2006,Summer,24.86,67.59,4.14,1010.44,0
04/03/2006,Summer,26.42,55.92,8.4,1006.24,0
04/04/2006,Summer,29.8,61.7,6.61,1000.01,0
