Date,Season,Temperature,Humidity,Wind_Speed,Pressure,Rain
4/7/2018,Summer,24.66,49.93,13.82,1018.18,0
4/8/2018,Summer,10.5,40.84,15.07,1000.52,0
4/9/2018,Summer,30.72,84.87,9.87,988.67,0
4/10/2018,Summer,10.12,80.05,7.13,1039.61,0
4/11/2018,Summer,26.95,40.22,15.41,1020.44,0
4/12/2018,Summer,16.75,74.29,7.6,1020.52,0
4/13/2018,Summer,28.38,85.48,12.44,1018.17,0
4/14/2018,Summer,34.05,84.13,17.87,992.91,0
4/15/2018,Summer,16.22,36.46,3.17,1019.8,0
4/16/2018,Summer,24.4,77.99,0.18,986.4,1
4/17/2018,Summer,24.8,80.12,5.14,1027.78,1
4/18/2018,Summer,24.31,90.35,15.95,983.6,0
4/19/2018,Summer,15.58,65.56,11.34,993.24,0
4/20/2018,Summer,33.82,62.28,18.92,1000.6,0
4/21/2018,Summer,21.18,97.56,10.96,999.53,0
4/22/2018,Summer,31.16,85.76,5.32,1036.85,0
4/23/2018,Summer,27.49,69.11,15.32,1000.14,0
4/24/2018,Summer,17.44,53.14,13.15,985.18,0
4/25/2018,Summer,30.34,89.17,16.41,984.76,0
4/26/2018,Summer,19.91,61.88,13.36,990.46,0
4/27/2018,Summer,32.03,36.49,9.04,1007.59,0
4/28/2018,Summer,24.53,61.84,5.54,993.78,0
4/29/2018,Summer,32.04,91.04,1.11,996.45,0
4/30/2018,Summer,27.31,61.38,6.16,992.88,0
5/1/2018,Summer,28.13,31,0.93,1000.91,0
5/2/2018,Summer,22.53,72.8,8.6,1015.34,1
5/3/2018,Summer,33.9,99.71,4.52,1047.99,0
5/4/2018,Summer,26.1,87.21,14.07,1035.44,0
5/5/2018,Summer,20.6,73.21,4.4,992.08,1
5/6/2018,Summer,25.16,94.01,1.63,1036.2,0
5/7/2018,Summer,10.48,86.95,16.78,1029.71,0
5/8/2018,Summer,17.54,64.9,1.2,1043.41,0
5/9/2018,Summer,26.5,71.39,15.02,1010.43,0
5/10/2018,Summer,17.25,81.19,18.59,1040.7,1
5/11/2018,Summer,25.45,89.25,2.14,1028.87,0
5/12/2018,Summer,20.72,34.07,11.19,999.12,0
5/13/2018,Summer,13.39,84.24,9.03,1007.28,1
5/14/2018,Summer,17.46,61.33,15.97,1038.69,0
5/15/2018,Summer,24.25,76.26,12.47,1036.54,0
5/16/2018,Rainy Season,24.77,83.52,5.57,997.19,0
5/17/2018,Rainy Season,24.36,67.77,0.03,1038.54,0
5/18/2018,Rainy Season,26.33,41.1,9.66,1046.2,0
5/19/2018,Rainy Season,26.3,58.67,17.88,1041.44,0
5/20/2018,Rainy Season,20.79,35.38,18.11,1006.69,0
5/21/2018,Rainy Season,32.41,78.25,2.51,1017.88,0
5/22/2018,Rainy Season,19.19,96.76,17.21,1039.22,1
5/23/2018,Rainy Season,20.9,85.67,0.69,1030.15,1
5/24/2018,Rainy Season,32.3,57.29,1.85,1029.64,0
5/25/2018,Rainy Season,30.15,70.9,19.32,999.97,0
5/26/2018,Rainy Season,27.6,51.29,7.74,1022.76,0
5/27/2018,Rainy Season,12.51,67.87,1.42,983.81,0
5/28/2018,Rainy Season,32.99,51.05,9.41,1000.8,0
5/29/2018,Rainy Season,27.86,81.68,0.92,994.2,0
5/30/2018,Rainy Season,34.97,48.15,0.33,1007.09,0
5/31/2018,Rainy Season,13.74,97.48,11.24,1031.68,0
6/1/2018,Rainy Season,31.7,76.34,4.22,998.24,0
6/2/2018,Rainy Season,14.06,34.81,12.44,992.52,0
6/3/2018,Rainy Season,25.39,30.75,6.69,1038.94,0
6/4/2018,Rainy Season,13.1,99.79,2.65,1044.06,1
6/5/2018,Rainy Season,31.2,45.44,19.69,1011.24,0
6/6/2018,Rainy Season,30.18,51.88,5,997.11,0
6/7/2018,Rainy Season,24.23,44.59,1.24,997.67,0
6/8/2018,Rainy Season,20.18,94.97,5.58,1009.13,0
6/9/2018,Rainy Season,11.73,75.64,5.03,1036.17,1
6/10/2018,Rainy Season,27.44,65.31,5.99,1019.3,0
6/11/2018,Rainy Season,21.34,69.04,7.11,1020.41,0
6/12/2018,Rainy Season,28.05,52.25,16.1,1048.47,0
6/13/2018,Rainy Season,31.66,72.99,1.2,985.44,0
6/14/2018,Rainy Season,34.39,59.37,7.09,1013.25,0
6/15/2018,Rainy Season,31.4,43.95,2.07,1013.56,0
6/16/2018,Rainy Season,10.29,75.96,19.64,1018.78,0
6/17/2018,Rainy Season,19,56.17,2.88,991.76,0
6/18/2018,Rainy Season,28.25,84.95,9.58,991.82,0
6/19/2018,Rainy Season,14.29,59.08,9.6,1009.08,0
6/20/2018,Rainy Season,23.03,65.58,15.62,1022.44,0
6/21/2018,Rainy Season,11.36,85.12,5.44,1001.2,0
6/22/2018,Rainy Season,15,61.35,14.76,1014.83,0
6/23/2018,Rainy Season,10.46,97.64,0.53,1049.07,1
6/24/2018,Rainy Season,29.84,85.51,18.54,982.13,0
6/25/2018,Rainy Season,15.6,87.85,1.98,1012.61,1
6/26/2018,Rainy Season,18.63,96.77,9.62,1013.17,0
6/27/2018,Rainy Season,33.2,57.22,3.47,1028.43,0
6/28/2018,Rainy Season,27.61,70.61,7.37,998.65,0
6/29/2018,Rainy Season,10.8,78.55,12.84,1036,0
6/30/2018,Rainy Season,14.12,77.14,2.85,1008.07,1
7/1/2018,Rainy Season,25.54,96.71,5.78,986.66,0
7/2/2018,Rainy Season,24.43,50.18,13.58,1024.1,0
7/3/2018,Rainy Season,15.95,50.4,16.89,981.85,0
7/4/2018,Rainy Season,33.36,94.26,11.86,1030.18,0
7/5/2018,Rainy Season,25.35,85.95,10.46,980.85,0
7/6/2018,Rainy Season,23.39,44.23,2.19,1021.77,0
7/7/2018,Rainy Season,24.75,69.9,2.93,1040.96,0
7/8/2018,Rainy Season,28.25,82.2,19.16,1028.89,0
7/9/2018,Rainy Season,17.8,54.71,0.05,1023.7,0
7/10/2018,Rainy Season,19.96,60.41,9.69,1010.23,0
7/11/2018,Rainy Season,15.25,70.28,15.13,1003.53,0
7/12/2018,Rainy Season,14.65,62.7,4.2,1005.92,0
7/13/2018,Rainy Season,33.61,82.71,9.19,1006.25,0
7/14/2018,Rainy Season,28.49,30.42,9.86,1017.09,0
7/15/2018,Rainy Season,22.26,60.42,5.21,990.03,0
7/16/2018,Autumn,15.69,53.63,17.58,1041.73,0
7/17/2018,Autumn,16.36,72.64,18.5,1023.81,1
7/18/2018,Autumn,11.45,84.32,14.99,1006.21,1
7/19/2018,Autumn,20.86,35.33,0.17,1048.75,0
7/20/2018,Autumn,17.79,41.06,12.58,1041.08,0
7/21/2018,Autumn,27.41,76.56,4.64,1022.48,0
7/22/2018,Autumn,19.44,81.69,5.34,1006.02,0
7/23/2018,Autumn,14.49,71.17,3.68,1005.84,0
7/24/2018,Autumn,10.62,98.8,11.45,984.67,0
7/25/2018,Autumn,11.68,64.96,8.93,1003.98,0
7/26/2018,Autumn,26.98,39.54,3.87,997.2,0
7/27/2018,Autumn,21.34,78.04,18.65,1022.6,0
7/28/2018,Autumn,23.41,72.15,4.78,1030.41,0
7/29/2018,Autumn,32.42,71.33,15.57,1000.47,0
7/30/2018,Autumn,34.76,68.21,0.49,1018.23,0
7/31/2018,Autumn,15.42,95.74,3.67,1035.1,0
8/1/2018,Autumn,26.58,39.04,16.38,1024.93,0
8/2/2018,Autumn,16.58,35.12,10.73,1032.06,0
8/3/2018,Autumn,10.52,40.79,12.92,995.27,0
8/4/2018,Autumn,28.96,47.15,8.58,1024.45,0
8/5/2018,Autumn,18,71.51,8.71,999.16,1
8/6/2018,Autumn,19.59,72.87,2.51,996.15,1
8/7/2018,Autumn,24.71,46.28,3.42,998.97,0
8/8/2018,Autumn,30.78,64.25,18.38,1005.66,0
8/9/2018,Autumn,25.72,63.74,9.15,1012.97,0
8/10/2018,Autumn,31.82,61.72,9.45,996.05,0
8/11/2018,Autumn,16.84,86.25,13.33,1004.5,1
8/12/2018,Autumn,29.95,63.02,0.28,1042.75,0
8/13/2018,Autumn,14.64,83.09,10.65,989.42,0
8/14/2018,Autumn,33.82,41.65,17.71,995.1,0
8/15/2018,Autumn,27.19,67.24,8.35,984.25,0
8/16/2018,Autumn,15.39,87.69,8.25,1029.62,1
8/17/2018,Autumn,33.68,42.44,9.07,1017.06,0
8/18/2018,Autumn,28.27,62.54,17.1,1013.2,0
8/19/2018,Autumn,16.35,72.64,12.2,982.41,0
8/20/2018,Autumn,15.33,42.93,14.95,1047.29,0
8/21/2018,Autumn,22.96,82.97,14.36,1039.09,1
8/22/2018,Autumn,10.64,35.53,1.02,1037.43,0
8/23/2018,Autumn,15.19,96.25,19.53,1041.27,0
8/24/2018,Autumn,20.62,62.78,14.12,1034.39,0
8/25/2018,Autumn,19.35,53.53,11.6,989.76,0
8/26/2018,Autumn,21.59,38.18,0.9,1048,0
8/27/2018,Autumn,16.94,60.28,18.36,1045.36,0
8/28/2018,Autumn,24.67,76.19,9.39,1028.73,1
8/29/2018,Autumn,31.6,36.61,18.22,1000.44,0
8/30/2018,Autumn,12.94,51.44,8.37,980.08,0
8/31/2018,Autumn,22.93,88.52,11.55,1014.01,0
9/1/2018,Autumn,13.3,75.23,17.87,1021.64,0
9/2/2018,Autumn,27.92,44.45,9.22,1049.58,0
9/3/2018,Autumn,19.9,41.26,3.59,989.3,0
9/4/2018,Autumn,24.14,93.31,8.5,986.22,1
9/5/2018,Autumn,14.58,50.09,7.63,1009.84,0
9/6/2018,Autumn,13.62,42.57,14.62,1032.57,0
9/7/2018,Autumn,22.2,100,16.81,1003.8,0
9/8/2018,Autumn,18.89,51.64,0.23,1026.37,0
9/9/2018,Autumn,33.51,38.73,9.9,1042.26,0
9/10/2018,Autumn,29.13,62.32,5.35,1035.52,0
9/11/2018,Autumn,28.72,60.4,3.29,987.11,0
9/12/2018,Autumn,32.59,94.88,13.31,1011.23,0
9/13/2018,Autumn,12.09,39.39,16.71,982.66,0
9/14/2018,Autumn,23.8,36.38,10.89,991.8,0
9/15/2018,Autumn,24.61,36.51,3.88,1033.95,0
9/16/2018,Late Autumn,34.05,93.3,15.03,992.19,0
9/17/2018,Late Autumn,17.3,61.46,10.43,1019.12,0
9/18/2018,Late Autumn,16.02,40.54,16.09,1023.05,0
9/19/2018,Late Autumn,12.51,71.57,19.29,990.96,1
9/20/2018,Late Autumn,10.41,67.63,8.39,1044.04,0
9/21/2018,Late Autumn,33.24,43.89,6.38,984.1,0
9/22/2018,Late Autumn,26.75,72.21,5.64,1044.35,0
9/23/2018,Late Autumn,29.63,53.82,13.82,987.97,0
9/24/2018,Late Autumn,17.04,46.69,19.44,1043.06,0
9/25/2018,Late Autumn,24.66,65.73,5.72,1005.75,0
9/26/2018,Late Autumn,11.6,50.42,9.25,1035.29,0
9/27/2018,Late Autumn,22.14,45.55,11.53,1007.6,0
9/28/2018,Late Autumn,34.44,91.58,19.08,1031.32,0
9/29/2018,Late Autumn,31.91,40.9,4.94,1039.67,0
9/30/2018,Late Autumn,18.45,49.64,19.23,1016.78,0
10/1/2018,Late Autumn,34.04,57.03,10.48,1008.15,0
10/2/2018,Late Autumn,15.79,49.15,14.57,1007.62,0
10/3/2018,Late Autumn,33.73,44.75,15.63,983.96,0
10/4/2018,Late Autumn,33.53,83.98,3.29,981.04,0
10/5/2018,Late Autumn,29.98,53.03,19.49,1032.05,0
10/6/2018,Late Autumn,25.76,37.88,19.52,1009.08,0
10/7/2018,Late Autumn,31.86,67.86,17.32,990.58,0
10/8/2018,Late Autumn,17.33,38.78,16.87,1041.01,0
10/9/2018,Late Autumn,31.22,55.03,6.53,1024.64,0
10/10/2018,Late Autumn,25.45,91.73,17.04,1013.22,0
10/11/2018,Late Autumn,10.33,55.84,17.77,1004.99,0
10/12/2018,Late Autumn,18.68,74.28,5.33,1004.13,0
10/13/2018,Late Autumn,13.7,66.02,3.41,1006,0
10/14/2018,Late Autumn,34.55,39.64,15.14,1042.06,0
10/15/2018,Late Autumn,21.96,75.43,11.55,1006.5,0
10/16/2018,Late Autumn,22.43,89.92,2.16,981.35,1
10/17/2018,Late Autumn,25.99,36.52,7.99,990.15,0
10/18/2018,Late Autumn,19.21,82.76,6.64,1004.23,0
10/19/2018,Late Autumn,13.42,78.31,13.21,991.64,0
10/20/2018,Late Autumn,30.55,90.67,8.41,1037.61,0
10/21/2018,Late Autumn,14.75,37.29,12.97,1049.91,0
10/22/2018,Late Autumn,22.78,51.4,15.99,1003.39,0
10/23/2018,Late Autumn,15.61,78.6,14.14,1013.96,1
10/24/2018,Late Autumn,12.45,31.54,12.35,983.33,0
10/25/2018,Late Autumn,31.55,81.39,18.13,993.61,0
10/26/2018,Late Autumn,34.32,90.06,4.96,996.03,0
10/27/2018,Late Autumn,34.02,61.73,10.15,1007.12,0
10/28/2018,Late Autumn,32.66,60.4,15.12,1037.85,0
10/29/2018,Late Autumn,29.35,49.49,4.48,1007.94,0
10/30/2018,Late Autumn,18.33,30.35,4.23,1031.9,0
10/31/2018,Late Autumn,12.03,43.04,13.69,1017,0
11/1/2018,Late Autumn,20.18,98.59,15.61,1026.46,0
11/2/2018,Late Autumn,15.81,90.71,17.73,993.81,0
11/3/2018,Late Autumn,13.31,48.66,8.97,982.72,0
11/4/2018,Late Autumn,11.34,97.46,14.33,997.27,1
11/5/2018,Late Autumn,28.14,55.74,3.42,987.09,0
11/6/2018,Late Autumn,10.29,50.83,6.3,1029.19,0
11/7/2018,Late Autumn,29.26,40.7,12.64,1019.85,0
11/8/2018,Late Autumn,13.67,93.11,2.96,1035.56,1
11/9/2018,Late Autumn,11.99,99.09,19.11,1008.18,0
11/10/2018,Late Autumn,12.24,52.92,2.56,998.23,0
11/11/2018,Late Autumn,26.8,79.24,15.54,1040.27,0
11/12/2018,Late Autumn,16.13,53.47,6.37,1019.59,0
11/13/2018,Late Autumn,20.51,37.35,14.66,1013.1,0
11/14/2018,Late Autumn,23.93,57.49,8.1,1042.39,0
11/15/2018,Late Autumn,31.51,68.61,14.95,1004.35,0
11/16/2018,Winter,28.18,38.61,18.01,1008.62,0
11/17/2018,Winter,16.76,87.28,11.92,998.02,0
11/18/2018,Winter,13.29,64.82,3.28,989.29,0
11/19/2018,Winter,11.38,46.41,19.02,1019.96,0
11/20/2018,Winter,17.54,71.49,10.65,1044.49,1
11/21/2018,Winter,16.55,85.53,4.79,1025.42,0
11/22/2018,Winter,21.4,52.93,8.17,1026.47,0
11/23/2018,Winter,27.08,79.1,14.42,1040.09,0
11/24/2018,Winter,27.39,59.95,18.71,1029.01,0
11/25/2018,Winter,17.09,97.48,18.13,1006.32,1
11/26/2018,Winter,19.5,83.97,2.81,1036.23,1
11/27/2018,Winter,14.53,54.94,17.44,988.68,0
11/28/2018,Winter,29.71,31.24,11.8,1041,0
11/29/2018,Winter,11.42,76.03,8.19,1015.64,1
11/30/2018,Winter,27.42,43.85,9.29,1018.21,0
12/1/2018,Winter,29.47,38.53,15.89,1044.59,0
12/2/2018,Winter,29.44,95.22,16.9,1027.79,0
12/3/2018,Winter,16.49,100,13.16,985.47,0
12/4/2018,Winter,19.35,48.89,1.17,997.7,0
12/5/2018,Winter,24.69,51.12,16.17,1029.75,0
12/6/2018,Winter,16.82,41.55,0.51,986.52,0
12/7/2018,Winter,19.27,62.04,7.76,998.29,0
12/8/2018,Winter,14.93,90.61,8.88,998.46,0
12/9/2018,Winter,21.5,79.11,10.12,1029.54,0
12/10/2018,Winter,11.12,89.24,5.12,983.61,1
12/11/2018,Winter,29.99,45.99,8.38,1004.15,0
12/12/2018,Winter,11.92,81.13,15.75,1009.85,0
12/13/2018,Winter,22.97,94.3,5.43,985.13,1
12/14/2018,Winter,17.67,49.7,16.27,1012.09,0
12/15/2018,Winter,24.44,78.35,0.25,1017.2,0
12/16/2018,Winter,33.99,58.05,2.86,1047.96,0
12/17/2018,Winter,26.14,50.32,18.51,1041.15,0
12/18/2018,Winter,10.88,97.87,9.41,1045.14,0
12/19/2018,Winter,20.76,54.4,1.02,998.95,0
12/20/2018,Winter,22.75,37.55,12.21,990.51,0
12/21/2018,Winter,23.4,57.2,9.12,1024.69,0
12/22/2018,Winter,27.03,61.34,1.77,994.11,0
12/23/2018,Winter,16.94,82.65,6.96,1021.05,1
12/24/2018,Winter,13.22,96.49,12.29,993.7,1
12/25/2018,Winter,19.82,87.19,12.55,984.56,1
12/26/2018,Winter,33.91,95.17,17.74,1011.42,0
12/27/2018,Winter,14.68,63.25,9.85,1024.55,0
12/28/2018,Winter,32.6,80.35,2.09,986.59,0
12/29/2018,Winter,23.6,51.63,2.27,1018.48,0
12/30/2018,Winter,21.42,34.87,8.34,1010.58,0
12/31/2018,Winter,32.05,55.58,3.71,997.87,0
1/1/2019,Winter,21.47,78.85,18.42,992.03,1
1/2/2019,Winter,28.1,49.22,4.24,996.4,0
1/3/2019,Winter,19.98,90.3,7.53,1042.76,1
1/4/2019,Winter,32.6,85.35,10.25,982.23,0
1/5/2019,Winter,27.25,43.58,6.61,990.32,0
1/6/2019,Winter,27.49,53.16,13.29,1016.27,0
1/7/2019,Winter,18.19,87.77,12.11,1027.78,0
1/8/2019,Winter,28.92,47.08,18.79,1008.72,0
1/9/2019,Winter,25.9,53.21,16.64,996.83,0
1/10/2019,Winter,16,54.01,12.06,999.2,0
1/11/2019,Winter,14.01,86.07,8.93,1025.46,0
1/12/2019,Winter,29.91,32.59,12.3,1029.9,0
1/13/2019,Winter,33.98,35.17,12.46,1047.92,0
1/14/2019,Winter,21.45,70.49,5.39,1029.25,0
1/15/2019,Winter,24.77,57.8,3.56,1009.53,0
1/16/2019,Spring,31.44,74.3,10.38,997.19,0
1/17/2019,Spring,21.43,48.65,6.15,1017.42,0
1/18/2019,Spring,33.8,93.67,7.7,1030.86,0
1/19/2019,Spring,24.39,83.27,0.03,988.16,0
1/20/2019,Spring,30.52,34.74,13.63,984.19,0
1/21/2019,Spring,32.72,84.87,1.16,995.69,0
1/22/2019,Spring,30.39,97.87,14.71,1009.35,0
1/23/2019,Spring,13.99,95.97,4.16,1026.7,0
1/24/2019,Spring,25.72,81.48,3.3,980.64,0
1/25/2019,Spring,19.96,38.65,12.01,1017.7,0
1/26/2019,Spring,11.57,70.33,19.67,1000.36,1
1/27/2019,Spring,20.6,49.9,8.44,1003.45,0
1/28/2019,Spring,16.47,97.91,17.39,1010.33,0
1/29/2019,Spring,31.23,80.22,1.24,1012.2,0
1/30/2019,Spring,10.83,72.75,10.17,1008.12,1
1/31/2019,Spring,33.97,78.66,13.64,986.12,0
2/1/2019,Spring,18.88,60.66,7.51,991.14,0
2/2/2019,Spring,18.92,56.09,2.59,1014.54,0
2/3/2019,Spring,10.41,95.51,0.31,1007.06,0
2/4/2019,Spring,14.63,53.23,7.73,1049.77,0
2/5/2019,Spring,20.03,32.9,14.85,1033.87,0
2/6/2019,Spring,33.23,58.06,19.81,1020.8,0
2/7/2019,Spring,12.49,85.32,9.26,1018.35,0
2/8/2019,Spring,33.63,75.39,5.9,983.5,0
2/9/2019,Spring,31.74,97.35,6.93,1027.37,0
2/10/2019,Spring,21.35,37.43,1.84,1019.58,0
2/11/2019,Spring,18.17,93.81,9,1016.11,1
2/12/2019,Spring,15.82,55.82,12.54,1033.65,0
2/13/2019,Spring,25.36,63.18,12.47,1034.81,0
2/14/2019,Spring,10.83,59.99,0.26,995.17,0
2/15/2019,Spring,10.39,38.15,12.67,992.93,0
2/16/2019,Spring,20.72,47.35,13.31,1026.18,0
2/17/2019,Spring,11.7,81.96,10.04,1003.16,1
2/18/2019,Spring,16.3,31.61,18.9,1011.83,0
2/19/2019,Spring,15.53,39.37,5.16,983.11,0
2/20/2019,Spring,16.33,31.76,17.04,1009.61,0
2/21/2019,Spring,13.28,90.02,3.48,1045.93,1
2/22/2019,Spring,10.3,73.21,5.24,1028.14,0
2/23/2019,Spring,12.89,41.9,4.1,1037.36,0
2/24/2019,Spring,25.46,83.81,17.71,1023.93,0
2/25/2019,Spring,34.36,97.68,15.87,1020.96,0
2/26/2019,Spring,34.76,95.42,9.01,1047.96,0
2/27/2019,Spring,20.23,94.51,7.56,1014.28,0
2/28/2019,Spring,14.07,30.55,0.26,1035.32,0
3/1/2019,Spring,25.97,71.23,14.04,996.2,0
3/2/2019,Spring,22.26,47.96,19.3,987.14,0
3/3/2019,Spring,34.74,69.53,15.57,992.69,0
3/4/2019,Spring,11.63,52.26,4.66,1003.96,0
3/5/2019,Spring,29.58,40.76,5.29,1012.25,0
3/6/2019,Spring,17.21,61.11,8.46,1042.26,0
3/7/2019,Spring,16.04,64.66,8.15,1021.48,0
3/8/2019,Spring,26.56,99.28,4.65,1024.98,0
3/9/2019,Spring,16.15,32.97,15.83,1006.95,0
3/10/2019,Spring,26.65,51.08,15.72,1026.87,0
3/11/2019,Spring,22.93,89.63,14.13,1008.29,1
3/12/2019,Spring,20.6,76.18,0.1,1022.56,0
3/13/2019,Spring,23.87,87.87,18.35,1017.51,0
3/14/2019,Spring,17.18,76.22,6.75,1001.55,1
3/15/2019,Spring,27.66,83.17,0.58,985.85,0
3/16/2019,Spring,20.37,64.5,12.75,988.58,0
3/17/2019,Summer,19.01,44.34,14.75,1020.24,0
3/18/2019,Summer,30.72,86.7,13.42,985.12,0
3/19/2019,Summer,33.12,69.75,7.82,1011.71,0
3/20/2019,Summer,11.15,39.77,17.22,1042.93,0
3/21/2019,Summer,15.82,86.34,7.13,1020.78,1
3/22/2019,Summer,18.71,97.1,10.77,1048.37,1
3/23/2019,Summer,30.37,54.23,18.44,1000.15,0
3/24/2019,Summer,34.64,50.55,14.56,1025.49,0
3/25/2019,Summer,34.22,35.72,1.89,1045.43,0
3/26/2019,Summer,32.62,76.51,15.54,1004.46,0
3/27/2019,Summer,17.41,97.13,18.03,1017.35,1
3/28/2019,Summer,34.8,39.52,16.51,1039.3,0
3/29/2019,Summer,16.24,63.96,9.54,1003.19,0
3/30/2019,Summer,12.65,36.88,16.5,980.63,0
3/31/2019,Summer,33.77,32.39,1.51,1049.32,0
4/1/2019,Summer,15.84,76.52,5.08,1008.43,1
